IDX,PREF_NAME_CODE,PREF_DESC_E,PREF_DESC_F
3366,74DPS,ELECTROCARDIOGRAPH,ELECTROCARDIOGRAPHE
3367,74DQD,"STETHOSCOPE, ELECTRONIC",STETHOSCOPE ELECTRONIQUE
3368,74DQI,"PUMP, WITHDRAWAL/INFUSION",POMPE A PRELEVEMENT ET A PERFUSION
3369,74DRC,TROCAR,TROCART
3370,74DRF,"CATHETER, ELECTRODE RECORDING, OR PROBE, ELECTRODE RECORDING",CATHETER OU SONDE A ENREGISTREMENT PAR ELECTRODE
3371,74DRR,"AMPLIFIER AND SIGNAL CONDITIONER, BIOPOTENTIAL",AMPLIFICATEUR ET CONDITIONNEUR DE SIGNAUX BIOPOTENTIELS
3372,74DRT,"MONITOR, CARDIAC (INCL. CARDIOTACHOMETER & RATE ALARM)",MONITEUR CARDIAQUE (AVEC CARDIOTACHOMETRE ET ALARME DE FREQUENCE)
3373,74DTK,"FILTER, INTRAVASCULAR, CARDIOVASCULAR",FILTRE DE VEINE CAVE INFERIEURE
3374,74DWS,"INSTRUMENT, SURGICAL, CARDIOVASCULAR",INSTRUMENTS POUR CHIRURGIE CARDIOVASCULAIRE
3375,74DXM,DENSITOMETER,DENSITOMETRE
3376,74DXT,"INJECTOR AND SYRINGE, ANGIOGRAPHIC",INJECTEUR ET SERINGUE D'ANGIOGRAPHIE
3377,74DXZ,"PATCH,PLEDGET AND INTRACARDIAC,PETP,PTFE,POLYPROPYLENE","PATCH OU TAMPON INTRACARDIAQUE EN POLYETHYLENE TEREPHTALATE, EN POLYTETRAFLUORETHYLENE OU EN POLYPROPYLENE"
3378,74DYE,"HEART,VALVE,REPLACEMENT",PROTHESE VALVULAIRE CARDIAQUE
3379,74GBK,"CATHETER, CARDIOVASCULAR",CATHETER CARDIOVASCULAIRE
3380,74HBY,"CATHETER, ANGIOGRAPHIC",CATHETER D'ANGIOGRAPHIE
3381,74LOT,"PULSE-GENERATOR, PROGRAM MODULE","GENERATEUR D'IMPULSIONS, MODULE DE PROGRAMMATION"
3382,74LWQ,"HEART-VALVE,MECHANICAL",VALVULE CARDIAQUE MECANIQUE
3383,74MFB,"SYSTEM, BALLOON ANGIOPLASTY CATHETER, REPROCESSING",SYSTEME DE RETRAITEMENT DES CATHETERS D'ANGIOPLASTIE A BALLONNET
3384,74MFV,"UNIT, TRANSPORT, ORGANS",UNITE DE TRANSPORT D'ORGANES
3385,74MIH,"SYSTEM, ENDOVASCULAR GRAFT, AORTIC ANEURYSM TREATMENT",SYSTEME DE GREFFE ENDOVASCULAIRE POUR LE TRAITEMENT DES ANEVRISMES AORTIQUES
3386,74MKJ,"DEFIBRILLATOR, EXTERNAL, AUTOMATIC",DEFIBRILLATEUR EXTERNE AUTOMATISE
3387,74MLV,"DEVICE, TRANSCATHETER CARDIAC OCCLUSION",DISPOSITIF D'OCCLUSION CARDIAQUE TRANSCATHETER
3388,74MTE,"TEMPORARY PACING SYSTEM, ACUTE, INTERNAL, ATRIALDEFIBRILLATION","DISPOSITIF DE STIMULATION TEMPORAIRE DU COEUR, SOINS ACTIFS, INTERNE, DEFIBRILLATION AURICULAIRE"
3389,74QFY,"CANNULA, CORONARY ARTERY",CANULE POUR ARTERE CORONAIRE
3390,74QGK,"CARDIAC OUTPUT UNIT, DIRECT FICK","DISPOSITIF DE MESURE DU DEBIT CARDIAQUE, PAR LA TECHNIQUE DIRECTE DE FICK"
3391,74QHR,"CATHETER, CORONARY PERFUSION",CATHETER DE PERFUSION CORONARIENNE
3392,74QLE,"CLIP, HEMOSTATIC",CLIP HEMOSTATIQUE
3393,74QOQ,"PAD, DEFIBRILLATOR PADDLE","ELECTRODE, PALETTE DE DEFIBRILLATEUR"
3394,74RIA,"NEEDLE, CARDIAC",AIGUILLE CARDIAQUE
3395,74RLX,"MONITOR, BLOOD PRESSURE, VENOUS",MONITEUR POUR LA MESURE DE LA PRESSION VEINEUSE
3396,74RTF,"SIMULATOR, ARRHYTHMIA",SIMULATEUR D'ARYTHMIE
3397,74RZJ,"TELEMETRY UNIT, PHYSIOLOGICAL, ECG","APPAREIL DE TELEMETRIE PHYSIOLOGIQUE, POUR ECG"
3398,74TGX,"MONITOR, ECG, AMBULATORY, REAL-TIME",MONITEUR EN TEMPS REEL POUR ELECTROCARDIOGRAPHIE AMBULATOIRE
3399,74UCI,"LEAD, PACEMAKER, TEMPORARY, ENDOCARDIAL (SEE 74LDF)","SONDE POUR STIMULATEUR CARDIAQUE TEMPORAIRE, ENDOCARDIAQUE (VOIR 74LDF)"
3400,74WSD,"DOPPLER, BLOOD FLOW, TRANSCRANIAL",APPAREIL DE DOPPLER TRANSCRANIEN POUR LA MESURE DU DEBIT SANGUIN
3401,74WTU,"ADAPTOR, NEEDLE",ADAPTATEUR POUR AIGUILLE
3402,75AEI,"REAGENT STRIP/TABLET, BLOOD",BANDELETTES/COMPRIMES REACTIFS POUR TEST SANGUIN
3403,75AHM,"VITAMIN C KIT, HOME USE","VITAMINE C, NECESSAIRE D'ANALYSE A DOMICILE"
3404,75AHW,"CALCIUM KIT, HOME USE","CALCIUM, NECESSAIRE D'ANALYSE A DOMICILE"
3405,75AIR,"TRYPSIN, ASSAY","TRYPSINE, DOSAGE"
3406,75AIY,"CATECHOLAMINE ASSAY,(,EPINEPHRINE)","CATECHOLAMINE (EPINEPHRINE), DOSAGE"
3407,75AJA,"CORTISOL, ENZYME IMMUNOASSAY","CORTISOL, DOSAGE IMMUNOENZYMATIQUE"
3408,75ALK,"MULTIPLE ELECTROLYTES (NA, K, CL, TC02), BY ION SPECIFICELECTRODE","ELECTROLYTES MULTIPLES (NA, K, CL, TC02), PAR ELECTRODE SPECIFIQUE"
3409,75ANX,"BULK, REAGENTS, FOR AUTOMATED CLINICAL PROCEDURES","REACTIFS EN VRAC, POUR PROCEDURES CLINIQUES AUTOMATISEES"
3410,75AOE,"TURBIDIMETRIC, TOTAL LIPIDS","LIPIDES TOTAUX, DOSAGE TURBIDIMETRIQUE"
3411,75AOF,TOTAL IRON BINDING CAPACITY,CAPACITE TOTALE DE FIXATION DU FER
3412,75APZ,"CHOLESTEROL REAGENT, TOTAL, OTHER, TEST SYSTEM","REACTIF POUR CHOLESTEROL TOTAL, AUTRE, SYSTEME POUR EPREUVES"
3413,75AQC,"FOLATE, BY CHEMILUMINESCENCE","FOLATE, DOSAGE PAR CHIMILUMINESCENCE"
3414,75AQR,"FOLLICE STIMULATING HORMONE, FLUORESCENT POLARIZATIONIMMUNOASSAY","HORMONE FOLLICULOSTIMULANTE, DOSAGE IMMUNOLOGIQUE PAR POLARISATION DE LA FLUORESCENCE"
3415,75ASF,CALCIUM ASSAY,"CALCIUM, DOSAGE"
3416,75ASI,"HUMAN CHORIONIC GONADOTROPIN, ASSAY","HORMONE GONADOTROPHINE CHORIONIQUE HUMAINE, DOSAGE"
3417,75ASL,"COMPUTER, CHEMISTRY ANALYZER",ORDINATEUR POUR ANALYSEUR BIOCHIMIQUE
3418,75AYD,"FOLLICLE STIMULATING HORMONE, FSH,BY CHEMILUMINESENCE","HORMONE  FOLLICULOSTIMULANTE (FSH), DOSAGE PAR CHIMILUMINESCENCE"
3419,75CBY,"ANALYZER, ION, HYDROGEN-ION (PH), BLOOD PHASE, NON-INDWL","ANALYSEUR DES IONS HYDROGENES (PH) DANS LE SANG, NON A DEMEURE"
3420,75CDO,"ACID,URIC,URICASE (U.V.)","ACIDE URIQUE (URICASE), PAR UV"
3421,75CFA,"MAGNESIUM, ION SPECIFIC ELECTRODE","MAGNESIUM, PAR ELECTRODE SPECIFIQUE"
3422,75CFP,"IMMUNOREACTIVE INSULIN, BY RADIOIMMUNOASSAY","INSULINE IMMUNOREACTIVE, PAR DOSAGE RADIOIMMUNOLOGIQUE"
3423,75CFT,"PROLACTIN (LACTOGEN), BY RADIOIMMUNOASSAY","PROLACTINE (LACTOGENE), PAR DOSAGE RADIOIMMUNOLOGIQUE"
3424,75CHH,"CHOLESTEROL, BY ENZYMATIC ESTERASE-OXIDASE","CHOLESTEROL, PAR ENZYMES ESTERASE/OXYDASE"
3425,75CHP,"ESTRADIOL, BY RADIOIMMUNOASSAY","OESTRADIOL, PAR DOSAGE RADIOIMMUNOLOGIQUE"
3426,75CJL,"ALKALINE PHOSPHATASE OR ISOENZYMES, BY BETAGLYCEROPHOSPHATE","PHOSPHATASE ALCALINE OU ISOENZYMES, PAR BETA-GLYCEROPHOSPHATE"
3427,75CJY,"CALCIUM, BY AZO DYE","CALCIUM, PAR COLORANT AZOIQUE"
3428,75CKA,"ALT/SGPT, BY NADH OXIDATION/NAD REDUCTION","ALT/SGPT, PAR OXYDATION DE NADH/REDUCTION DE NAD"
3429,75JFS,"CHLORIDE, COULOMETRIC","CHLORURE, PAR COLORIMETRIE"
3430,75JGI,"MAGNESIUM, ATOMIC ABSORPTION","MAGNESIUM, PAR ABSORPTION ATOMIQUE"
3431,75JHI,"HUMAN CHIRIONIC GONADOTROPIN, RADIOIMMUNOASSAY","HORMONE GONADOTROPHINE CHORIONIQUE HUMAINE, PAR DOSAGE RADIOIMMUNOLOGIQUE"
3432,75JIX,"CALIBRATOR,MULTI ANALYTE MIXTURE","ETALON, MELANGE MULTI-ANALYTES"
3433,75JJC,"ANALYZER,CHEMISTRY (SEQUENTIAL MULTIPLE, CONTINUOUS FLOW)CLINICAL USE","ANALYSEUR BIOCHIMIQUE POLYVALENT SEQUENTIEL A DEBIT CONTINU, POUR USAGE CLINIQUE"
3434,75JJH,"CONCENTRATOR SAMPLE, CLINICAL","CONCENTRATEUR D'ECHANTILLONS, POUR USAGE CLINIQUE"
3435,75JJP,"ELECTRODE,ION SELECTIVE (NON-SPECIFIED)",ELECTRODE SPECIFIQUE (SELECTIVE D'ION) (NON SPECIFIE)
3436,75JJQ,"COLORIMETER, PHOTOMETER, SPECTROPHOTOMETER FOR CLINICAL USE","COLORIMETRE, PHOTOMETRE OU SPECTROPHOTOMETRE, POUR USAGE CLINIQUE"
3437,75JJW,"CONTROLS (ASSAYED AND UNASSAYED), URINALYSIS",CONTROLES (DOSES ET NON DOSES) POUR ANALYSE D'URINE
3438,75JJX,"CONTROLS (ASSAYED AND UNASSAYED), SINGLE (SPECIFIED)ANALYTE",CONTROLES (DOSES ET NON DOSES) POUR ANALYTE UNIQUE (SPECIFIE)
3439,75JNA,"OSMOLALITY OF SERUM & URINE, BY VAPOR PRESSURE","OSMOLALITE DU SERUM ET DE L'URINE,  PAR PRESSION DE VAPEUR"
3440,75KHO,"FLUOROMETER, FOR CLINICAL USE","FLUOROMETRE, POUR USAGE CLINIQUE"
3441,75KQO,"URINALYSIS, AUTOMATED SYSTEM",SYSTEME AUTOMATISE POUR L'ANALYSE D'URINE
3442,75LPI,"PROGESTERONE RECEPTOR, ASSAY, KIT","RECEPTEURS DE LA PROGESTERONE, TROUSSE D'ANALYSE"
3443,75NAL,"TEST, IMMUNOASSAY, BIOSENSOR, HCG","DOSAGE IMMUNOLOGIQUE, BIOCAPTEUR, HCG"
3444,75SAO,THYROID FUNCTION UNIT,UNITE POUR FONCTION THYROIDIENNE
3445,75SDV,ULTRACENTRIFUGE,ULTRACENTRIFUGEUSE
3446,75TGO,"OCCULT BLOOD IN FECES, ENZYMATIC METHOD","SANG OCCULTE DANS LES SELLES, PAR LA METHODE ENZYMATIQUE"
3447,75UGC,"FILTER, BACTERIOLOGICAL, LABORATORY",FILTRE BACTERIOLOGIQUE DE LABORATOIRE
3448,75UHB,"ANALYZER, PARTICLE",ANALYSEUR DE PARTICULES
3449,75UIX,"TRAY, SERIAL DILUTION",PLATEAU DE DILUTION EN SERIE
3450,75WTX,"STRIP, TEST",BANDELETTE DIAGNOSTIQUE
3451,75WXK,LUMINOMETER,LUMINOMETRE
3452,76AAW,"SET, INSTRUMENT FOR DENTAL SURGERY",ENSEMBLE D'INSTRUMENTS POUR CHIRURGIE DENTAIRE
3453,76AMZ,"CERAMIC,PROSTHODONTIC APPLIANCES",APPAREIL PROTHETIQUE EN CERAMIQUE
3454,76ANE,"MATERIALS,FABRICATING PROSTHODONTIC APPLIANCES,DENTAL LAB.",MATERIAUX DE LABORATOIRE DENTAIRE POUR LA FABRICATION D'APPAREILS PROTHETIQUES
3455,76ATR,"MATERIAL, PERIODONTAL TISSUE AUGMENTATION/REGENERATION",MATERIAU POUR AUGMENTATION/REGENERATION DES TISSUS PERIODONTIQUES
3456,76DYH,"ADHESIVE, BRACKET AND CONDITIONER, RESIN",RESINE POUR BOITIER ADHESIF ET AGENT DE CONDITIONNEMENT
3457,76DYN,"MOUTHPIECE, SALIVA EJECTOR",EMBOUT BUCCAL POUR POMPE A SALIVE
3458,76DZE,"IMPLANT, ENDOSSEOUS",IMPLANT ENDO-OSSEUX
3459,76EBI,"RESIN,DENTURE,RELINING,REPAIRING,REBASING","RESINE POUR REGARNISSAGE, REPARATION OU REBASAGE DE PROTHESE DENTAIRE"
3460,76EBM,"ADHESIVE, DENTURE, OTC","CIMENT POUR PROTHESE DENTAIRE, EN VENTE LIBRE"
3461,76ECI,"BAND, ELASTIC, ORTHODONTIC",ELASTIQUE ORTHODONTIQUE
3462,76EFB,"HANDPIECE, AIR-POWERED, DENTAL","PIECE A MAIN DENTAIRE, A AIR"
3463,76EGS,"HANDPIECE, CONTRA-AND RIGHT-ANGLE ATTACHMENT, DENTAL",PIECE A MAIN DENTAIRE AVEC ACCESSOIRES A CONTRE-ANGLE ET A ANGLE DROIT
3464,76EHA,"ALIGNER, BEAM, X-RAY",DISPOSITIF D'ALIGNEMENT DU FAISCEAU DE RAYONS X
3465,76EHB,"COLLIMATOR, X-RAY",COLLIMATEUR POUR RADIOGRAPHIE
3466,76EJG,"FORCEPS, RUBBER DAM CLAMP",PINCE POUR CRAMPONS A DIGUE
3467,76EKD,"INSTRUMENT, CUTTING, OPERATIVE",INSTRUMENT DE COUPE
3468,76EKS,"FILE, PULP CANAL, ENDODONTIC","LIME POUR OBTURATIONS RADICULAIRES, ENDODONTIQUE"
3469,76EKZ,"UNIT, ELECTROSURGICAL, AND ACCESSORIES",UNITE ELECTROCHIRURGICALE ET ACCESSOIRES
3470,76ELL,"TEETH, PORCELAIN",DENTS DE PORCELAINE
3471,76ELM,"DENTURE, PLASTIC, TEETH",PROTHESE DENTAIRE EN PLASTIQUE
3472,76LQY,"LOCATOR, ROOT APEX",APPAREIL DE LOCALISATION DE L'APEX RADICULAIRE
3473,76QOY,"INSTRUMENT, DENTAL, MANUAL",INSTRUMENT DENTAIRE A MAIN
3474,76RMM,"KIT, DENTAL PROPHYLAXIS",TROUSSE DE PROPHYLAXIE DENTAIRE
3475,76WKF,"MATERIAL, ACRYLIC, DENTAL",PRODUIT DENTAIRE ACRYLIQUE
3476,77ENZ,"TELESCOPE, LARYNGEAL-BRONCHIAL",TELESCOPE LARYNGO-BRONCHIQUE
3477,77ETT,"CUSHION, EARPHONE (FOR AUDIOMETRIC TESTING)",COUSSINET POUR ECOUTEUR (POUR AUDIOMETRIE)
3478,77KCD,"BOUGIE, ESOPHAGEAL, ENT","BOUGIE OESOPHAGIENNE, ORL"
3479,77LRD,ENT DRUG APPLICATOR,"APPLICATEUR DE MEDICAMENT, ORL"
3480,77LRK,ANTI-SNORING DEVICE,DISPOSITIF ANTI-RONFLEMENT
3481,77MSC,"BARRIER, STD, ORAL SEX",DIGUE POUR PREVENIR LES MTS  DURANT LES RELATIONS SEXUELLES ORALES
3482,77QBW,"ASPIRATOR, TRACHEAL",ASPIRATEUR TRACHEAL
3483,77QHU,"CATHETER, ESOPHAGEAL BALLOON",CATHETER OESOPHAGIEN A BALLONNET
3484,77RCS,"KIT, IRRIGATION, EAR",TROUSSE POUR IRRIGATION DE L'OREILLE
3485,77SAT,TINNITUS THERAPY UNIT (SEE 77KLW),APPAREIL THERAPEUTIQUE POUR ACOUPHENE (VOIR 77KLW)
3486,77UAJ,"PROSTHESIS, DORSAL, NASAL (SEE 79ESS)",PROTHESE NASALE DORSALE (VOIR 79ESS)
3487,77WXS,"THERMOMETER, TYMPANIC",THERMOMETRE TYMPANIQUE
3488,78ABD,"GUIDE, CATHETER",GUIDE POUR CATHETER
3489,78AQO,"STENT, ESOPHAGEAL",ENDOPROTHESE OESOPHAGIENNE
3490,78EYC,"CATHETER, UPPER URINARY TRACT",CATHETER POUR VOIES URINAIRES SUPERIEURES
3491,78EYN,"TRAY, IRRIGATION, STERILE","PLATEAU D'IRRIGATION, STERILE"
3492,78EYZ,"SYSTEM, URINE DRAINAGE, CLOSED, FOR NONINDWELLING CATHETER","DISPOSITIF DE DRAINAGE URINAIRE FERME, POUR SONDE NON A DEMEURE"
3493,78EZL,"CATHETER, RETENTION TYPE, BALLOON",CATHETER DE RETENTION A BALLONNET
3494,78FAE,"PROSTHESIS, PENILE",PROTHESE PENIENNE
3495,78FAT,"BOUGIE, ESOPHAGEAL, AND GASTROINTESTINAL, GASTRO-UROLOGY","BOUGIE OESOPHAGIENNE ET GASTROINTESTINALE, GASTRO-UROLOGIE"
3496,78FAX,"BOUGIE, UROLOGICAL",BOUGIE UROLOGIQUE
3497,78FBQ,"TROCAR, GASTRO-UROLOGY","TROCART, GASTRO-UROLOGIE"
3498,78FCS,"CATHETER, LIGHT, FIBEROPTIC, GLASS, URETERAL","CATHETER URETERAL A FIBRE OPTIQUE, EN VERRE"
3499,78FEH,"ELECTRODE, FLEXIBLE SUCTION COAGULATOR",ELECTRODE DE COAGULATION SOUPLE AVEC DISPOSITIF D'ASPIRATION
3500,78FFA,"TUBE, DRAINAGE, SUPRAPUBIC",DRAIN SUSPUBIEN
3501,78FFD,"EVACUATOR, BLADDER, MANUALLY OPERATED","EVACUATEUR VESICAL, MANUEL"
3502,78FGA,"SET, NEPHROSCOPE",TROUSSE POUR NEPHROSCOPE
3503,78FGE,"CATHETER, BILIARY (SEE 78GCA)",CATHETER BILIAIRE (VOIR 78GCA)
3504,78FGF,"CATHETER, URETERAL DISPOSABLE (X-RAY)","SONDE URETERALE, JETABLE (RADIOGRAPHIE)"
3505,78FHN,"LIGATOR, HEMORRHOIDAL",LIGATEUR D'HEMORROIDES
3506,78FIB,"PROTECTOR, TRANSDUCER, DIALYSIS",PROTECTEUR POUR TRANSDUCTEUR DE DIALYSE
3507,78FIF,"SET, DIALYSIS, SINGLE NEEDLE WITH UNI-DIRECTIONAL PUMP","TROUSSE POUR DIALYSE, AIGUILLE UNIQUE AVEC POMPE UNIDIRECTIONNELLE"
3508,78FON,"BAG, DRAINAGE, WITH ADHESIVE, OSTOMY","POCHE DE DRAINAGE, AVEC ADHESIF, POUR STOMIE"
3509,78FRO,HEMOSTATIC AGENT NON ABSORBABLE,AGENT HEMOSTATIQUE NON ABSORBABLE
3510,78FTJ,"COLONOSCOPE, GENERAL & PLASTIC SURGERY","COLONOSCOPE, POUR CHIRURGIE GENERALE ET PLASTIQUE"
3511,78KDI,"DIALYZER, HIGH PERMEABILITY WITH OR WITHOUT SEALED DIALYSATE","DIALYSEUR A PERMEABILITE ELEVEE, AVEC OU SANS DIALYSAT SCELLE"
3512,78KGC,"TUBE, GASTRO-ENTEROSTOMY",TUBE POUR GASTROENTEROSTOMIE
3513,78KNR,"ADAPTER, A-V SHUNT OR FISTULA","ADAPTATEUR, POUR DERIVATION  OU FISTULE ARTERIOVEINEUSE"
3514,78KPI,"STIMULATOR, ELECTRICAL, INCONTINENCE (NON-IMPLANTABLE)","STIMULATEUR ELECTRIQUE, POUR INCONTINENCE (NON IMPLANTABLE)"
3515,78LEI,"IMPLANT, REFLUX, ANTI-GASTROESOPHAGEAL",IMPLANT ANTI-REFLUX GASTRO-OESOPHAGIEN
3516,78LNS,"LITHOTRIPTOR, EXTRACORPOREAL, SHOCKWAVE","LITHOTRITEUR EXTRACORPOREL, A ONDES DE CHOC"
3517,78LST,ERECTILE DYSFUNCTION DEVICE,DISPOSITIF POUR DYSFONCTION ERECTILE
3518,78MUM,"STENT, METALLIC, EXPANDABLE, DUODENAL","ENDOPROTHESE DUODENALE METALLIQUE, EXTENSIBLE"
3519,78NTB,"SYSTEM, ABLATION, ULTRASOUND AND ACCESSORIES",DISPOSITIF D'ABLATION PAR ULTRASON ET ACCESSOIRES
3520,78QQK,"BAG, DRAINAGE (INCONTINENCE)",POCHE DE DRAINAGE (INCONTINENCE)
3521,78QQL,"DRAIN, WOUND",DRAIN POUR PLAIE
3522,78QXC,"FORCEPS, GRASPING, FLEXIBLE ENDOSCOPIC","PINCE A PREHENSION SOUPLE, ENDOSCOPIQUE"
3523,78QXJ,"FORCEPS, STONE MANIPULATION",PINCE POUR MANIPULATION DE CALCULS
3524,78RIC,"NEEDLE, DIALYSIS",AIGUILLE A DIALYSE
3525,78RJF,"OSTOMY APPLIANCE (ILEOSTOMY, COLOSTOMY)","APPAREIL POUR STOMIE (ILEOSTOMIE, COLOSTOMIE)"
3526,78UAM,"STENT, URETERAL",ENDOPROTHESE URETERALE
3527,78UEP,LITHOTRIPTOR,LITHOTRITEUR
3528,78WQV,"CHAIR, DIALYSIS (WITH SCALE)",FAUTEUIL DE DIALYSE (AVEC BALANCE)
3529,78WSS,"BALLOON, RECTAL",BALLON RECTAL
3530,79ACP,"INSTRUMENT, SURGICAL, ENDOSCOPIC/LAPAROSCOPIC (NON-POWERED)",INSTRUMENT CHIRURGICAL ENDOSCOPIQUE/LAPAROSCOPIQUE (NON ELECTRIQUE)
3531,79ACR,"PROTECTOR, TISSUE, HYDROPHILIC POLYMER",PROTECTEUR DE TISSUS EN POLYMERE HYDROPHILE
3532,79ADA,"HANDLE, SURGICAL, PLASTIC & GENERAL","MANCHE POUR INSTRUMENT CHIRURGICAL, EN PLASTIQUE ET A USAGE GENERAL"
3533,79ADN,TENDON RETRIEVER,PINCE A SAISIR LES TENDONS
3534,79ADW,"SET, INSTRUMENT, PODIATRY",JEU D'INSTRUMENTS DE PODIATRIE
3535,79FPX,"CLOSURE, SKIN, ADHESIVE STRIP",BANDELETTE ADHESIVE POUR SUTURE CUTANEE
3536,79FSP,"LOUPE, DIAGNOSTIC/SURGICAL","LOUPE, POUR DIAGNOSTIC/CHIRURGIE"
3537,79FWD,"CAMERA, TELEVISION, MICROSURGICAL, WITHOUT AUDIO",CAMERA TELEVISION MICROCHIRURGICALE SANS AUDIO
3538,79FXO,"SUIT, SURGICAL",VETEMENT DE CHIRURGIEN
3539,79FYE,"DRESS, SURGICAL",BLOUSE CHIRURGICAL
3540,79FYF,"CAP, SURGICAL",BONNET DE CHIRURGIEN
3541,79FZP,"CLIP, IMPLANTABLE",CLIP IMPLANTABLE
3542,79FZW,"EXPANDER, SURGICAL, SKIN GRAFT","EXPANDEUR CHIRURGICAL, POUR GREFFE DE PEAU"
3543,79GAD,"RETRACTOR, SURGICAL, GENERAL & PLASTIC SURGERY","ECARTEUR CHIRURGICAL, POUR CHIRURGIE GENERALE ET PLASTIQUE"
3544,79GBX,"CATHETER, IRRIGATION",CATHETER D'IRRIGATION
3545,79GCD,"CONNECTOR, CATHETER",CONNECTEUR POUR CATHETER
3546,79GDY,"GAUZE, NONABSORABLE, X-RAY DETECTABLE (INTERNAL SPONGE)",GAZE NON ABSORBABLE DETECTABLE AUX RAYONS X (COMPRESSE INTERNE)
3547,79GEI,ELECTROSURGICAL CUTTING & COAGULATION DEVICE,APPAREIL DE SECTION ET DE COAGULATION ELECTROCHIRURGICAL
3548,79GEM,"GAUZE, ABSORBABLE",GAZE  RESORBABLE
3549,79GEN,"FORCEPS, GENERAL & PLASTIC SURGERY","PINCE, POUR CHIRURGIE GENERALE ET PLASTIQUE"
3550,79GFI,"OSTEOTOME, MANUAL",OSTEOTOME MANUEL
3551,79JOS,"ELECTRODE,ELECTROSURGICAL",ELECTRODE ELECTROCHIRURGICALE
3552,79JOT,"GEL, ELECTROSURGICAL ELECTRODE",GEL POUR ELECTRODE ELECTROCHIRURGICALE
3553,79KDC,"SURGICAL INSTRUMENT, DISPOSABLE",INSTRUMENT CHIRURGICAL JETABLE
3554,79KGS,"RETENTION DEVICE, SUTURE",DISPOSITIF DE RETENTION POUR SUTURE
3555,79KOZ,"BEADS, HYDROPHILIC, FOR WOUND EXUDATE ABSORPTION",BILLES HYDROPHILES POUR ABSORPTION D'EXSUDAT
3556,79MDA,SILICONE ELASTOMER FOR SCAR TISSUE MANAGEMENT,ELASTOMERE DE SILICONE POUR TRAITEMENT DES TISSUS CICATRICIELS
3557,79MEP,"PROSTHESIS, CRANIO FACIAL, BONE-ANCHORED",PROTHESE CRANIOFACIALE A ANCRAGE OSSEUX
3558,79MGP,"DRESSING, WOUND AND BURN, OCCLUSIVE",PANSEMENT OCCLUSIF POUR PLAIES ET BRULURES
3559,79MYH,"SYSTEM, NON-COHERENT LIGHT, PHOTODYNAMIC THERAPY","DISPOSITIF D'EMISSION DE LUMIERE NON COHERENTE, POUR THERAPIE PHOTODYNAMIQUE"
3560,79QBU,"ASPIRATOR, SURGICAL",ASPIRATEUR CHIRURGICAL
3561,79QEI,"BRASSIERE, SURGICAL",SOUTIEN-GORGE CHIRURGICAL
3562,79QTV,"ELECTROSURGICAL UNIT, GENERAL PURPOSE (ESU)","UNITE ELECTROCHIRURGICALE, A USAGE GENERAL"
3563,79QWX,"FORCEPS, ELECTROSURGICAL",PINCE ELECTROCHIRURGICALE
3564,79RDQ,"KNIFE, SKIN GRAFTING","COUTEAU, A GREFFE DE PEAU"
3565,79RSL,"SHEET, DRAPE, DISPOSABLE",DRAP DE PAPIER A USAGE UNIQUE
3566,79RXR,"KIT, SUTURE",TROUSSE DE SUTURE
3567,79SBE,"TOWEL, SURGICAL",SERVIETTE CHIRURGICALE
3568,79UCB,"RECONSTRUCTIVE SHEETING, PLASTIC SURGERY","MEMBRANE DE RECONSTRUCTION, POUR CHIRURGIE PLASTIQUE"
3569,79UEN,"CUTTER, SUTURE",COUPE-SUTURE
3570,79ULE,"TIP, SUCTION TUBE (YANKAUER, POOLE, ETC.)","EMBOUT POUR TUBE D'ASPIRATION (YANKAUER, POOLE, ETC.)"
3571,79WIF,"FILTER, ASPIRATOR",FILTRE POUR DISPOSITIF D'ASPIRATION
3572,79WOH,"COOLING SYSTEM, LASER","SYSTEME DE REFROIDISSEMENT, AU LASER"
3573,80ACI,"FABRIC, PAIN RELIEF",TISSU ANTIDOULEUR
3574,80ANV,"TUBING, RUBBER",TUBAGE EN CAOUTCHOUC
3575,80ANW,"KIT, DRUG INJECTION, HOME USE","TROUSSE D'INJECTION DE MEDICAMENTS, POUR USAGE A DOMICILE"
3576,80FLF,"STERILIZER, ETHYLENE OXIDE GAS","STERILISATEUR, A OXYDE D'ETHYLENE"
3577,80FLH,WASHER OF BODY WASTE RECEPTACLES,"APPAREIL DE NETTOYAGE, POUR RECEPTACLES DE MATIERES  DE VIDANGE"
3578,80FMW,"COVER, MATTRESS (MEDICAL PURPOSES)",COUVRE-MATELAS (A DES FINS MEDICALES)
3579,80FMZ,"INCUBATOR, NEONATAL",INCUBATEUR NEONATAL
3580,80FNG,"LIFT, PATIENT, AC POWERED","LEVE-PERSONNE, A COURANT ALTERNATIF"
3581,80FOX,INFUSION STAND,PIED A PERFUSION
3582,80FQZ,"THERMOMETER, CHEMICAL COLOR CHANGE",THERMOMETRE A CHANGEMENT DE COULEUR
3583,80FWR,"THERMOMETER, LIQUID CRYSTALS",THERMOMETRE A CRISTAUX LIQUIDES
3584,80KMH,"STERILIZER, DRY HEAT",STERILISATEUR PAR CHALEUR SECHE
3585,80KMM,"BED, ADJUSTABLE HOSPITAL (SEE 80FNJ)",LIT D'HOPITAL REGLABLE (VOIR 80FNJ)
3586,80LGX,POWERED MEDICAL EXAMINATION TABLE,"TABLE D'EXAMEN MEDICAL, ELECTRIQUE"
