PREF_NAME_CODE,PREF_DESC_E,PREF_DESC_F
80LHC,WARMER IRRIGATION SOLUTION,CHAUFFE-SOLUTION D'IRRIGATION
80LHI,SET I.V. FLUID TRANSFER,NECESSAIRE POUR TRANSFERT DE FLUIDES PAR PERFUSION INTRAVEINEUSE
80LMQ,IMPLANTED SUBCUTANEOUS PERITONEAL ACCESS DEVICE,DISPOSITIF D'ACCES PERITONEAL IMPLANTE SOUS-CUTANE
80MIA,NEEDLE SPINAL SHORT TERM,AIGUILLE RACHIDIENNE POUR UTILISATION A COURT TERME
80MIO,LIGHT THERAPY SEASONAL AFFECTIVE DISORDER (SAD),PHOTOTHERAPIE POUR TROUBLES AFFECTIFS SAISONNIERS (TAS)
80MRZ,ACCESSORIES PUMP INFUSION,ACCESSOIRES POMPE A PERFUSION
80QAI,SAMPLER AIR,ECHANTILLONNEUR D'AIR
80QDA,BED CRADLE,ARCEAU DE LIT
80QDD,BEDRAIL,COTE DE LIT
80QFI,CABINET TREATMENT ULTRAVIOLET,CABINET TRAITEMENT ULTRAVIOLET
80QFJ,CABINET WARMING,ETUVE
80QHG,KIT CATHETER CARE,TROUSSE DE SOINS DU CATHETER
80QNB,COVER MATTRESS WATERPROOF,COUVRE-MATELAS IMPERMEABLE
80QND,COVER THERMOMETER,COUVERCLE DE THERMOMETRE
80QOD,CUSHION OTHER,AUTRE TYPE DE COUSSIN
80QPZ,DISINFECTOR LIQUID,DESINFECTANT LIQUIDE
80QQH,DOME PRESSURE TRANSDUCER,DOME DE TRANSDUCTEUR DE PRESSION
80QQV,DRESSING FOAM,PANSEMENT EN MOUSSE
80QWD,FILTER SYRINGE,FILTRE DE SERINGUE
80QYO,GOWN PATIENT DISPOSABLE (SEE 79FYB),CHEMISE D'HOPITAL JETABLE (VOIR 79FYB)
80RAZ,BLANKET HYPO/HYPERTHERMIA,COUVERTURE POUR HYPO/HYPERTHERMIE
80RCL,CONTAINER IV FLUID (SEE 80KPE),CONTENANT DE SOLUTION INTRAVEINEUSE (VOIR 80KPE)
80RGD,MASK OTHER,AUTRE TYPE DE MASQUE
80RHM,MOUNT MONITOR (SUPPORT),SUPPORT DE MONITEUR
80RHY,NEEDLE BLOOD COLLECTING,AIGUILLE POUR PRELEVEMENT DE SANG
80RIO,NURSE CALL SYSTEM,
80RMF,PAD PRESSURE WATER CUSHION,COMPRESSE PRESSION COUSSIN D'EAU
80RVS,CONTAINER STERILIZATION (TRAY),PLATEAU DE STERILISATION
80RYI,SWAB SPECIMEN COLLECTION,ECOUVILLON DE PRELEVEMENT D'ECHANTILLONS
80RYT,SYRINGE TUBERCULIN,SERINGUE A TUBERCULINE
80RZF,TAPE ADHESIVE HYPOALLERGENIC,RUBAN ADHESIF HYPOALLERGENIQUE
80RZI,TAPE UMBILICAL,PANSEMENT OMBILICAL
80SCT,TUBE DECOMPRESSION,TUBE DE DECOMPRESSION
80SDN,TUBING LATEX,TUBE EN LATEX
80TCS,POWER SYSTEM ISOLATED,RESEAU ELECTRIQUE ISOLE
80TCY,LAMP EXAMINATION CEILING MOUNTED (LIGHT),LAMPE D'EXAMEN MONTEE AU PLAFOND
80TEZ,TELEMETRY UNIT PHYSIOLOGICAL MULTIPLE CHANNEL,UNITE DE TELEMETRIE PHYSIOLOGIQUE MULTIVOIE
80VBJ,SERVICE MAINTENANCE/REPAIR,SERVICE D'ENTRETIEN ET DE REPARATION
80WIP,MONITOR CONTAMINATION ENVIRONMENTAL PERSONAL,MONITEUR DE CONTAMINATION ENVIRONNEMENTALE INDIVIDUEL
80WOE,SYSTEM PIPELINE GAS,SYSTEME DE CANALISATION AU GAZ
80WTN,ADAPTOR CABLE EQUIPMENT,ADAPTATEUR DE CABLE D'EQUIPEMENT
80WTV,SYSTEM ROBOT,SYSTEME ROBOTIQUE
80WVY,CART EQUIPMENT VIDEO,CHARIOT POUR EQUIPEMENT VIDEO
81AEP,TEST ANTI-STAPHYLOLYSIN,TEST ANTI-STAPHYLOLYSINE
81AGU,CONTROL BLOOD REFERENCE,CONTROLE SANGUIN DE REFERENCE
81AON,CALIBRATOR HEMATOLOGY INSTRUMENT,CALIBREUR D'INSTRUMENT HEMATOLOGIQUE
81AYP,BLOOD GROUPING RED CELLS FOR REVERSE GROUPING,GLOBULES ROUGES DE GROUPE SANGUIN POUR L'ESSAI INVERSE DE GROUPAGE
81AYT,BLOOD GROUPING CELLS FOR DETECTION OF ABNORMAL ANTIBODIES,GLOBULES DE GROUPE SANGUIN POUR LA DETECTION DES ANTICORPS ANORMAUX
81GFO,THROMBOPLASTIN PARTIAL ACTIVATED,THROMBOPLASTINE PARTIELLEMENT ACTIVEE
81GGO,CONTROL THROBOPLASTIN REAGENT,CONTROLE REACTIF DE LA THROMBOPLASTINE
81JBD,ELECTROPHORETIC HEMOGLOBIN ANALYSIS SYSTEM,SYSTEME D'ANALYSE ELECTROPHORETIQUE DE L'HEMOGLOBINE
81JBP,WHOLE BLOOD CLOTTING TIME ACTIVATED,TEMPS DE COAGULATION DU SANG ENTIER ACTIVE
81JWS,COMPUTER SYSTEM INTEGRATED WITH HEMATOLOGICAL ANALYZERS,SYSTEME INFORMATIQUE INTEGRE A DES ANALYSEURS HEMATOLOGIQUES
81KSI,LECTIN AND PROLECTIN,LECTINE ET PROLECTINE
81KSS,AUTOLOGOUS PLATELET SYSTEM,SYSTEME DE PLAQUETTES AUTOLOGUE
81LIZ,ASSAY T LYMPHOCYTE SURFACE MARKER,DOSAGE MARQUEUR DE SURFACE DES LYMPHOCYTES T
81MZK,SYSTEM SEPARATION HEMATOPOIETIC STEM CELL,SYSTEME DE SEPARATION DES CELLULES SOUCHES HEMATOPOIETIQUES
81QDZ,KIT BLOOD DONOR,TROUSSE POUR COLLECTE DE SANG
81QJB,CENTRIFUGE MICROHEMATOCRIT,CENTRIFUGEUSE A MICROHEMATOCRITE
81SFO,WASHER CELL (FROZEN BLOOD PROCESSOR),LAVE-CELLULES (APPAREIL DE TRAITEMENT DU SANG CONGELE)
81ZZZ,HAEMATOLOGY GENERAL CODE,CODE GENERAL D'HEMATOLOGIE
82AHL,FERRITIN ENZYME IMMUNOASSAY,DOSAGE IMMUNOENZYMATIQUE DE LA FERRITINE
82AUJ,COMPLEMENT C3/C4 RADIAL IMMUNODIFFUSION,DOSAGE PAR IMMUNODIFFUSION RADIALE DU COMPLEMENT C3/C4
82CZQ,BENCE-JONES PROTEIN ANTIGEN ANTISERUM CONTROL,PROTEINE DE BENCE-JONES ANTIGENE ANTISERUM CONTROLE
82DCN,C-REACTIVE PROTEIN TEST SYSTEMS,PROTEINE C-REACTIVE SYSTEMES DE TEST
82DDG,TRANSFERRIN ANTIGEN ANTISERUM CONTROL,TRANSFERRINE ANTIGENE ANTISERUM CONTROLE
82DFH,KAPPA ANTIGEN ANTISERUM CONTROL,KAPPA ANTIGENE ANTISERUM CONTROLE
82JZS,ELECTROPHORESIS INSTRUMENTATION,INSTRUMENTS D'ELECTROPHORESE
82KTL,ANTI-DNA INDIRECT IMMUNOFLUORESCENT SOLID PHASE,ANTI-ADN IMMUNOFLUORESCENCE INDIRECTE PHASE SOLIDE
82MSV,SYSTEM TEST ANTIBODIES B2-GLYCOPROTEIN (B2-G1),SYSTEME DE DOSAGE DES ANTICORPS DE LA B2-GLYCOPROTEINE (B2-G1)
82MZE,TEST DONOR CMV,TEST DE DEPISTAGE DU CMV CHEZ LES DONNEURS
82NBT,ANTIBODIES SACCHAROMYCES CEREVISIAE (S.CEREVISIAE),ANTICORPS SACCHAROMYCES CEREVISIAE (S. CEREVISIAE)
83AKI,CULTURE MEDIA ENTEROBACTERIACEAE,MILIEU DE CULTURE ENTEROBACTERIACEES
83AOS,STREPTOCOSSUS MUTANS SCREENING KIT,TROUSSE DE DEPISTAGE DU STREPTOCOSSUS MUTANS
83GMX,ANTISERUM FLUORESCENT ANTIBODY FOR FTA-ABS TEST,ANTISERUM FLUORESCENT ANTICORPS POUR LE TEST FTA-ABS
83GNP,ANTISERUM CF EPSTEIN-BARR VIRUS,ANTISERUM CF DU VIRUS EPSTEIN-BARR
83GTQ,STREPTOLYSIN O REAGENT/ANTISTREPTOLYSIN - TITRE,REACTIF A LA STREPTOLYSINE O/ANTISTREPTOLYSINE - TITRE
83JWY,TEST SYSTEM ANTIMICROBIAL SUSCEPTIBILITY MANUAL,SYSTEME DE TEST DE SENSIBILITE AUX ANTIMICROBIENS MANUEL
83LJB,ENZYME LINKED IMMUNOABSORBENT ASSAY RUBEOLA,DOSAGE IMMUNOENZYMATIQUE DU VIRUS DE LA RUBEOLE
83LJY,ENZYME LINKED IMMUNOABSORBENT ASSAY MUMPS VIRUS,DOSAGE IMMUNOENZYMATIQUE DU VIRUS DES OREILLONS
83RTR,STAINER SLIDE CYTOLOGY,APPAREIL POUR COLORATION DE LAMES CYTOLOGIE
83UJX,TEST ANTIBIOTIC SUSCEPTIBILITY,TEST DE SENSIBILITE AUX ANTIBIOTIQUES
83UJZ,TEST AGAR PLATE,TEST SUR PLAQUE DE GELOSE
84GXC,DEVICE ELECTROCONVULSIVE THERAPY,DISPOSITIF POUR THERAPIE ELECTROCONVULSIVE
84GXI,PROBE RADIOFREQUENCY LESION,SONDE DE RADIOFREQUENCE POUR ABLATION DES LESIONS
84GXY,CUTANEOUS ELECTRODE,ELECTRODE CUTANE
84GZC,STIMULATOR NEUROMUSCULAR IMPLANTED,STIMULATEUR NEUROMUSCULAIRE IMPLANTE
84HBB,MOTOR DRILL PNEUMATIC,MOTEUR DE PERCAGE PNEUMATIQUE
84HBO,CLIP SCALP,PINCE POUR CUIR CHEVELU
84HCA,CATHETER VENTRICULAR,CATHETER VENTRICULAIRE
84HCG,ARTIFICIAL EMBOLIZATION DEVICE,DISPOSITIF D'EMBOLISATION ARTIFICIELLE
84MFS,DEVICE ENERGY NON-SPECIFIC FOR MULTIPLE THERAPIES,DISPOSITIF A IMPULSIONS NON SPECIFIQUES POUR THERAPIES DIVERSES
84QKQ,CLAMP SKULL,SERRE-CRANE
84QRL,PERFORATOR DRILL,PERFORATRICE
84QSU,ELECTRODE ELECTROENCEPHALOGRAPHIC,ELECTRODE ELECTROENCEPHALOGRAPHIQUE
84QSV,ELECTRODE ELECTROMYOGRAPHIC,ELECTRODE ELECTROMYOGRAPHIQUE
84RLT,MONITOR CEREBRAL SPINAL FLUID PRESSURE (SEE 84GWM),MONITEUR DE PRESSION DU LIQUIDE CEPHALO-RACHIDIEN (VOIR 84GWM)
84VDG,CABLE/LEAD EMG,CABLE ET DERIVATION POUR ELECTROMYOGRAMME (EMG)
84WHU,ELECTRODE TENS,ELECTRODE TENS
85ANM,UNIT EMERGENCY CARE NEONATAL,UNITE DE SOINS NEONATAUX D'URGENCE
85HDB,EXTRACTOR VACUUM FETAL,VENTOUSE OBSTETRICALE FOETALE
85HDT,INTRAUTERINE DEVICE CONTRACEPTIVE (IUD) AND INTRODUCER,DISPOSITIF CONTRACEPTIF INTRA-UTERIN (STERILET) ET INTRODUCTEUR
85HDX,DILATOR VAGINAL,DILATATEUR VAGINAL
85HEP,MONITOR BLOOD FLOW ULTRASONIC,MONITEUR DE CIRCULATION SANGUINE A ULTRASONS
85HFG,COAGULATOR LAPAROSCOPIC UNIPOLAR (AND ACCESSORIES),COAGULATEUR LAPAROSCOPIQUE UNIPOLAIRE (ET ACCESSOIRES)
85HFX,CLAMP CIRCUMCISION,PINCE A CIRCONCISION
85HGM,SYSTEM MONITORING PERINATAL,SYSTEME DE SURVEILLANCE PERINATALE
85HHE,CUP MENSTRUAL,COUPE MENSTRUELLE
85HHI,SYSTEM ABORTION VACUUM,SYSTEME D'AVORTEMENT PAR ASPIRATION
85HHT,SPATULA CERVICAL CYTOLOGICAL,SPATULE CERVICALE CYTOLOGIQUE
85HIB,SPECULUM VAGINAL NONMETAL,SPECULUM VAGINAL NON METALLIQUE
85HIH,HYSTEROSCOPE (AND ACCESSORIES),HYSTEROSCOPE (ET ACCESSOIRES)
85LLT,FETAL PH MONITOR,MONITEUR DE PH FOETAL
85LXE,DOPPLER FETAL ULTRASOUND,APPAREIL DOPPLER A ULTRASONS POUR ECHOGRAPHIE FOETALE
85UAN,STENT OTHER,AUTRE TYPE DE STENT
85ZZZ,OBSTETRICS & GYNAECOLOGY GENERAL CODE,CODE GENERAL D'OBSTETRIQUE ET DE GYNECOLOGIE
86ALS,PROSTHESIS LACRIMAL DUCT,PROTHESE POUR CANAL LACRYMAL
86HKS,PRISM GONIOSCOPIC,PRISME GONIOSCOPIQUE
86HLZ,ELECTRODE CORNEAL,ELECTRODE CORNEENNE
86LPM,LENSES SOFT CONTACT EXTENDED WEAR,LENTILLES DE CONTACT SOUPLES A PORT PROLONGE
86LPN,ACCESSORIES TO CONTACT LENSES-CLEANING AND WETTING AGENTS,ACCESSOIRES POUR LENTILLES DE CONTACT - AGENTS NETTOYANTS ET MOUILLANTS
86LQB,MEDICAL COMPUTERS AND SOFTWARE FOR OPHTHALMIC USE,ORDINATEURS ET LOGICIELS MEDICAUX POUR USAGE OPHTALMIQUE
86LZS,LASER SYSTEM EXCIMER,SYSTEME LASER EXCIMERE
86LZU,PLUG PUNCTUM,BOUCHON LACRYMAL
86MSR,TUBING REPLACEMENT PHACOFRAGMENTATION UNIT,TUBE DE REMPLACEMENT POUR UNITE DE PHACOFRAGMENTATION
86MVN,LENS CONTACT (DISPOSABLE),LENTILLE DE CONTACT (JETABLE)
86NCI,STIMULATOR ELECTRICAL EXTRAOCULAR RETINAL FOR AGERELATED MACULAR DEGENERATION,STIMULATEUR ELECTRIQUE EXTRAOCULAIRE DE LA RETINE POUR TRAITEMENT DE LA DEGENERESCENCE MACULAIRE LIEE A L'AGE
86QHF,EXTRACTOR CATARACT,EXTRACTEUR DE CATARACTES
86RIW,OPHTHALMOSCOPE IN-DIRECT,OPHTALMOSCOPE INDIRECT
86WNV,REDUCER PRESSURE INTRAOCULAR (SEE 86LCC),REDUCTEUR DE PRESSION INTRAOCULAIRE (VOIR 86LCC)
87AMS,SEPARATOR NERVE NON-ELECTRICAL,SEPARATEUR NERF NON ELECTRIQUE
87AQG,PROSTHESIS HIP ACETABULAR COMPONENT NON-METAL,COMPOSANT ACETABULAIRE NON METALLIQUE DE PROTHESE DE HANCHE
87ARU,FORCEPS ORTHOPEDIC,FORCEPS ORTHOPEDIQUE
87ASY,PROSTHESIS HIP SEMI-CONSTRAINED POROUS COATED,PROTHESE SEMI-CONTRAINTE DE LA HANCHE A REVETEMENT POREUX
87HRY,PROSTHESIS KNEE FEMOROTIBIAL SEMI-CONSTRAINED CEMENTEDMETAL/POLYMER,PROTHESE FEMOROTIBIALE SEMI-CONTRAINTE DU GENOU CIMENTEE EN METAL/POLYMERE
87HSW,PROSTHESIS FEMOROTIBIAL CONSTRAINED (METAL-ON-POLYMERBEARING),PROTHESE FEMOROTIBIALE CONTRAINTE (ROULEMENT EN METAL SUR POLYMERE)
87HTN,WASHER BOLT NUT,RONDELLE BOULON ECROU
87HTQ,BROACH,BROCHE
87HWA,IMPACTOR,IMPACTEUR
87HWC,SCREW FIXATION BONE,VIS DE FIXATION OSSEUSE
87HWE,INSTRUMENT SURGICAL ORTHOPEDIC AC-POWERED MOTOR ANDACCESSORY/ATTACHMENT,INSTRUMENT CHIRURGICAL ORTHOPEDIQUE MOTEUR SUR SECTEUR ET ACCESSOIRE
87HWF,PROSTHESIS LIGAMENT,PROTHESE LIGAMENTAIRE
87HWW,COUNTERSINK,FRAISAGE CERVICAL IMPLANTAIRE
87HXG,TAMP,BOURRAGE
87JDB,PROSTHESIS ELBOW SEMI-CONSTRAINED CEMENTED,PROTHESE SEMI-CONTRAINTE DE COUDE CIMENTEE
87JDC,PROSTHESIS ELBOW CONSTRAINED CEMENTED,PROTHESE CONTRAINTE DE COUDE CIMENTEE
87JDO,DEVICE FIXATION PROXIMAL FEMORAL IMPLANT,DISPOSITIF DE FIXATION D'IMPLANT FEMORAL PROXIMAL
87JDQ,CERCLAGE FIXATION,FIXATION PAR CERCLAGE
87KIJ,INSTRUMENT SURGICAL ORTHOPEDIC DC-POWERED MOTOR AND ACCESSORY/ATTACHMENT,INSTRUMENT CHIRURGIQUE ORTHOPEDIQUE MOTEUR ALIMENTE EN C.C. ET ACCESSOIRE
87KRN,PROSTHESIS KNEE FEMOROTIBIAL CONSTRAINED CEMENTED METAL,PROTHESE FEMOROTIBIALE CONTRAINTE DE GENOU CIMENTEE EN METAL
87KRP,PROSTHESIS KNEE PATELLOFEMOROTIBIAL CONSTRAINEDCEMENTED POLYMER/METAL/METAL,PROTHESE PATELLOFEMOROTIBIALE CONTRAINTE DE GENOU CIMENTEE EN POLYMERE/METAL/METAL
87KWP,APPLIANCE FIXATION SPINAL INTERLAMINAL,APPAREIL DE FIXATION SPINAL INTERLAMINAIRE
87KWS,PROSTHESIS SHOULDER SEMI-CONSTRAINED METAL/POLYMERCEMENTED,PROTHESE SEMI-CONTRAINTE D'EPAULE CIMENTEE EN METAL/POLYMERE
87LGF,COMPONENT CAST,COMPOSANT PLATRE
87LRN,WIRE SURGICAL,FIL CHIRURGICAL
87LXC,MONITOR PRESSURE INTRACOMPARTMENTAL,MONITEUR DE PRESSION INTRACOMPARTIMENTAL
87LZY,PROSTHESIS HIP HEMI- FEMORAL METAL BALL,HEMIPROTHESE FEMORAL DE HANCHE AVEC BOULE EN METAL
87MBF,PROSTHESIS SHOULDER SEMI-CONSTRAINED METAL/POLYMERUNCEMENTED,PROTHESE SEMI-CONTRAINTE D'EPAULE NON CIMENTEE EN METAL/POLYMERE
87MDI,PROSTHESIS RIB REPLACEMENT,PROTHESE DE REMPLACEMENT DE COTE
87MJT,PROSTHESIS SHOULDER HUMERAL (BIPOLAR HEMI-SHOULDER)METAL/POLYMER CEMENTED OR UNCEMENTED,PROTHESE HUMERALE D'EPAULE (HEMIPROTHESE D'EPAULE BIPOLAIRE) CIMENTEE OU NON CIMENTEE EN METAL/POLYMERE
87MZZ,PROSTHESIS FEMORAL NAIL,PROTHESE CLOU POUR FEMUR
87QBO,ARTHROGRAM KIT,TROUSSE D'ARTHROGRAPHIE
87QDF,BED ORTHOPEDIC,LIT ORTHOPEDIQUE
87QED,WAX BONE (SEE 87MTJ),CIRE OSSEUSE (VOIR 87MTJ)
87QRF,DRILL CANNULATED,MECHE CANULEE
88AKC,CULTURE MEDIA FOR TISSUE CULTURE,MILIEU DE CULTURE TISSULAIRE
88GGI,STAIN SCHIFF PERIODIC ACID,COLORATEUR A L'ACIDE PERIODIQUE DE SCHIFF
88HYW,STAIN TRICHROME MALLORY'S,COLORATEUR TRICHROME DE MALLORY
88KDW,CONTAINER SPECIMEN MAILER AND STORAGE TEMPERATURECONTROLLED,RÉCIPIENT EXPÉDITION D’ÉCHANTILLONS ET STOCKAGE TEMPÉRATURE CONTRÔLÉE
88KIS,SERA ANIMAL AND HUMAN,SERUMS ANIMAUX ET HUMAINS
88KJA,FLASK TISSUE CULTURE,FLACON POUR CULTURE TISSULAIRE
88LEE,STAINS DYE SOLUTION,COLORATEURS SOLUTION DE COLORATION
88MNM,READERCERVICAL CYTOLOGY SLIDE AUTOMATED,LECTEUR AUTOMATISE DE LAMES DE CYTOLOGIE CERVICALE
88NQF,IMMUNOHISTOCHEMISTRY REAGENTS AND KITS,REACTIFS ET TROUSSES IMMUNOHISTOCHIMIQUES
89ATJ,DEVICE CRYOTHERAPY/COMPRESSION,DISPOSITIF DE CRYOTHERAPIE/COMPRESSION
89IKZ,BED PATIENT ROTATION POWERED,LIT ELECTRIQUE POUR ROTATION DU PATIENT
89ILH,SPLINT HAND AND COMPONENTS,ATTELLE DE MAIN ET COMPOSANTS
89ILJ,BATH HYDRO-MASSAGE,BAIGNOIRE D'HYDROMASSAGE
89IMC,BATH PARAFFIN,BAIN DE PARAFFINE
89IMG,STIMULATOR ULTRASOUND AND MUSCLE FOR USE IN APPLYINGTHERAPEUTIC DEEP HEAT,STIMULATEUR DE MUSCLES A ULTRASONS POUR APPLICATION DE CHALEUR PROFONDE THERAPEUTIQUE
89INN,CHAIR ADJUSTABLE MECHANICAL,FAUTEUIL MECANIQUE AJUSTABLE
89INP,TIP AND PAD CANE CRUTCH AND WALKER,EMBOUT ET COUSSINET POUR CANNE BEQUILLE ET MARCHETTE
89IQI,ORTHOSIS LIMB BRACE,ORTHESE DE SUPPORT DE MEMBRE
89LYG,MASSAGER THERAPEUTIC MANUAL,MASSEUR THÉRAPEUTIQUE MANUEL
89MPH,STIMULATOR ELECTRICAL MUSCLE,STIMULATEUR DE MUSCLES ELECTRIQUE
89MPO,INFANT HEEL WARMER (CHEMICAL HEAT PACK),SACHET CHAUFFANT POUR TALON DE BEBE (SAC THERMOCHIMIQUE)
89QAP,UNIT SUPPORT AMBULATION,DISPOSITIF POUR SUPPORT DE L'AMBULATION
89QVE,EXERCISER OTHER,AUTRE APPAREIL D'EXERCICE
89VFJ,HEATER HOT PACK,COMPRESSE CHAUDE
89WHH,VEHICLE HANDICAPPED,VEHICULE ADAPTE POUR PERSONNES HANDICAPEES
89WOK,EQUIPMENT CRYOTHERAPY,MATERIEL DE CRYOTHERAPIE
90FCD,KIT BARIUM ENEMA DISPOSABLE,TROUSSE JETABLE DE LAVEMENT BARYTE
90IXQ,TABLE RADIOGRAPHIC STATIONARY TOP,TABLE RADIOGRAPHIQUE A DESSUS FIXE
90IYO,SYSTEM IMAGING PULSED ECHO ULTRASONIC,ECHOGRAPHE
90IZJ,CAMERA X-RAY FLUOROGRAPHIC CINE OR SPOT,CAMERA OU SERIOGRAPHE A RAYONS X POUR FLUOROGRAPHIE
90IZW,COLLIMATOR AUTOMATIC RADIOGRAPHIC,COLLIMATEUR AUTOMATIQUE DE RADIOGRAPHIE
90KGI,DENSITOMETER BONE,DENSITOMETRE OSSEUX
90LNB,APPLICATOR HYPERTHERMIA DEEP HEATING ULTRASOUND,APPLICATEUR D'HYPERTHERMIE PROFONDE A ULTRASONS
90QWS,RADIOGRAPHIC/FLUOROSCOPIC UNIT MOBILE C-ARM,APPAREIL RADIOGRAPHIQUE ET FLUOROSCOPIQUE A ARCEAUX EN C MOBILES
90ROQ,RECORDER RADIOGRAPHIC VIDEO TAPE,MAGNETOSCOPE RADIOGRAPHIQUE
90THG,SCANNER NUCLEAR EMISSION COMPUTED TOMOGRAPHY (ECT),APPAREIL DE TOMOGRAPHIE PAR EMISSION NUCLEAIRE INFORMATISE
90THS,SCANNER COMPUTED TOMOGRAPHY X-RAY FULL BODY,APPAREIL DE TOMOGRAPHIE A RAYONS X POUR CORPS ENTIER
90VCO,GANTRY NUCLEAR IMAGING,IMAGERIE NUCLEAIRE A SUPPORT MOBILE
90VGF,FILTER RADIOGRAPHIC,FILTRE RADIOGRAPHIQUE
90VGQ,SHIELD X-RAY THROAT,PROTEGE-GORGE CONTRE LES RAYONS X
90WIA,AFTERLOADER RADIOTHERAPY,PROJECTEUR DE SOURCES RADIOTHERAPIE
91AEM,SCREENING KIT CANNABINOIDS,TROUSSE DE DETECTION DES CANNABINOIDES
91AEX,CANNABINOIDS ASSAY,TEST DE DETECTION DES CANNABINOIDES
91AIW,NEPHELOMETRIC INHIBITION IMMUNOASSAY THEOPHYLLINE,DOSAGE IMMUNOLOGIQUE PAR INHIBITION NEPHELOMETRIQUE THEOPHYLLINE
91DJP,RADIOIMMUNOASSAY AMPHETAMINE,DOSAGE RADIO-IMMUNOLOGIQUE AMPHETAMINE
91DMJ,TEST ETHYL ALCOHOL,DOSAGE DE L'ALCOOL ETHYLIQUE
91DNO,HEMAGGLUTINATION INHIBITION GENTAMICIN,INHIBITION DE L'HEMAGGLUTINATION GENTAMICINE
91JXO,ENZYME IMMUNOASSAY COCAINE,DOSAGE IMMUNOENZYMATIQUE COCAINE
91KLT,ENZYME IMMUNOASSAY CARBAMAZEPINE,DOSAGE IMMUNOENZYMATIQUE CARBAMAZEPINE
91LFI,HIGH PRESSURE LIQUID CHROMATOGRAPHY TRICYCLICANTIDEPRESSANT DRUGS,CHROMATOGRAPHIE LIQUIDE HAUTE PRESSION ANTIDEPRESSEURS TRICYCLIQUES
91MAR,SERUM ASSAY TDX CYCLOSPORINE AND METABOLITES,EPREUVE SEROLOGIQUE TDX CYCLOSPORINE ET METABOLITES
91MRS,TEST SYSTEM NICOTINE COTININE METABOLITES,SYSTEME DE DOSAGE NICOTINE COTININE METABOLITES
99ZZZ,UNASSIGNED,NON ATTRIBUE
73AZA,CALIBRATOR VENTILATOR,APPAREIL D'ETALONNAGE POUR VENTILATEUR
73BTL,VENTILATOR EMERGENCY POWERED (RESUSCITATOR),VENTILATEUR (RESSUSCITATEUR) D'URGENCE ELECTRIQUE
73BTT,HUMIDIFIER RESPIRATORY GAS (DIRECT PATIENT INTERFACE),HUMIDIFICATEUR DE GAZ RESPIRATOIRE (INTERACTION DIRECTE AVEC LE PATIENT)
73BWB,FORCEPS TUBE INTRODUCTION,PINCE POUR INTRODUCTION DE TUBE
73BXH,GAUGE GAS PRESSURE CYLINDER/PIPELINE,MANOMETRE POUR BOUTEILLE/CANALISATION DE GAZ
73BXK,GAS CALIBRATION (SPECIFIED CONCENTRATION),GAZ D'ETALONNAGE (CONCENTRATION DETERMINEE)
73BYX,TUBING PRESSURE AND ACCESSORIES,TUBULURE DE PRESSION ET ACCESSOIRES
73BZR,MIXER BREATHING GASES ANESTHESIA INHALATION,MELANGEUR DE GAZ POUR ANESTHESIE PAR INHALATION
73CAF,NEBULIZER (DIRECT PATIENT INTERFACE),NEBULISEUR (INTERACTION DIRECTE AVEC LE PATIENT)
73CAI,CIRCUIT BREATHING (W CONNECTORADAPTORY PIECE),CIRCUIT RESPIRATOIRE (AVEC RACCORD ADAPTATEUR ET PIECE EN Y)
73CAO,AIRWAY ESOPHAGEAL (OBTURATOR),TUBE OESOPHAGIEN (OBTURATEUR)
73CCT,APPLICATOR (LARYNGO-TRACHEAL) TOPICAL ANESTHESIA,APPLICATEUR LARYNGO-TRACHEAL POUR ANESTHESIE TOPIQUE
73CCW,LARYNGOSCOPE RIGID,LARYNGOSCOPE RIGIDE
73DZX,UNIT EMERGENCY OXYGEN AND RESUSCITATION,UNITE D'INHALATION D'OXYGENE ET DE REANIMATION D'URGENCE
73EPE,BRUSH CLEANING TRACHEAL TUBE,BROSSE POUR TUBE ENDOTRACHEAL
73EQK,TUBE TRACHEOSTOMY,TUBE POUR TRACHEOTOMIE
73FLS,MONITOR (APNEA DETECTOR) VENTILATORY EFFORT,MONITEUR DE VENTILATION A L'EFFORT (DETECTEUR D'APNEE)
73FQB,RESUSCITATOR PULMONARY MANUAL (SEE 73BTM),DISPOSITIF DE REANIMATION PULMONAIRE MANUEL (VOIR 73BTM)
73FYZ,MONITOR RESPIRATORY,MONITEUR RESPIRATOIRE
73KOI,STIMULATOR NERVE PERIPHERAL ELECTRIC,STIMULATEUR DE NERFS PERIPHERIQUES ELECTRIQUE
73LEX,GAS-MACHINE ANALGESIA,DOSEUR DE GAZ ANESTHESIANTS
73MNR,VENTILATORY EFFORT RECORDER,ENREGISTREUR D'EFFORT VENTILATOIRE
73RGC,MASK AEROSOL ADMINISTRATION,MASQUE POUR ADMINISTRATION D'AEROSOL
73RJJ,ANALYZER GAS OXYGEN CONTINUOUS MONITOR,ANALYSEUR D'OXYGENE GAZEUX A SURVEILLANCE CONTINUE
73VCG,VALVE SWITCHING,VALVE DE COMMUTATION
73VJA,MONITOR HEMODYNAMIC,MONITEUR HEMODYNAMIQUE
73WLJ,CATHETER OXYGEN TRACHEAL,CATHETER TRANSTRACHEAL A OXYGENE
74DPS,ELECTROCARDIOGRAPH,ELECTROCARDIOGRAPHE
74DQD,STETHOSCOPE ELECTRONIC,STETHOSCOPE ELECTRONIQUE
