"PATIENT_DEV_CD"|"DESC_E"|"DESC_F"|"CODE_TYPE_E"|"CODE_TYPE_F"
7400|"C08 - Optical Problem Identified"|"C08 - Problème optique recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7410|"C0801 - Optical Transmission Problem Identified"|"C0801 - Problème de transmission optique recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7420|"C0802 - Light Source Problem Identified"|"C0802 - Problème de source lumineuse recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7490|"C09 - Clinical Imaging Problem Identified"|"C09 - Problème d'imagerie clinique recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7492|"C0902 - Image Artifact"|"C0902 - Artéfact d'images"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7493|"C0903 - Magnetically-Induced Movement"|"C0903 - Déplacement induit par une force magnétique"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7494|"C0904 - Radiofrequency Induced Overheating"|"C0904 - Surchauffe induite par radiofréquence"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7500|"C10 - Software Problem Identified"|"C10 - Problème de logiciel recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7501|"C1001 - Configuration Issue"|"C1001 - Problème de configuration"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7502|"C1002 - Design Error"|"C1002 - Erreur de conception"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7521|"C100201 - Data Compression Error"|"C100201 - Erreur de compression des données"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7522|"C100202 - Incorrect Algorithm"|"C100202 - Algorithme incorrect"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7523|"C100203 - Incorrect Data Definition"|"C100203 - Définition erronée des données"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7524|"C100204 - Interface Design Error"|"C100204 - Erreur de conception de l'interface"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7525|"C100205 - Non-Functional Defect"|"C100205 - Défaut non fonctionnel"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7526|"C100206 - Software Timing Problem"|"C100206 - Problème de synchronisation des logiciels"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7530|"C1003 - Software Maintenance Problem Identified"|"C1003 - Problème de maintenance du logiciel recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7540|"C1004 - Software Installation Problem Identified"|"C1004 - Problème d'installation du logiciel recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7550|"C1005 - Software Requirement Error"|"C1005 - Erreur d'exigence logicielle"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7560|"C1006 - Software Runtime Error"|"C1006 - Erreur de durée d'exécution du logiciel"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7570|"C1007 - Software Security Vulnerability"|"C1007 - Faille de sécurité du logiciel"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7580|"C1008 - Erroneous Data Transfer"|"C1008 - Transfert de données erroné"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7590|"C1009 - Data Storage or Loss of Data"|"C1009 - Stockage ou perte de données"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7591|"C1010 - Artificial Intelligence Training/Validation Problem Identified"|"C1010 - Problème d'entraînement / validation de l'intelligence artificielle identifiée"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7592|"C1011 - Corrupt Software"|"C1011 - Logiciel corrompu"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7593|"C0109 - Undesirable Presence of Endogenous Materials"|"C0109 - Présence indésirable de matériaux endogènes"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7594|"C0210 - Corrupted memory"|"C0210 - Mémoire corrompue"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7595|"C0708 - Blockage Identified"|"C0708 - Blocage identifié"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7598|"C24 - Malfunction Observed Without Conclusive Finding"|"C24 - Dysfonctionnement observé sans conclusion concluante"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7610|"C11 - Thermal Problem"|"C11 - Problème thermique"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7611|"C1101 - Overheating Problem Identified"|"C1101 - Problème de surchauffe recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7612|"C1102 - Excessive Heating Identified"|"C1102 - Chauffage excessif recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7613|"C1103 - Excessive Cooling Identified"|"C1103 - Refroidissement excessif recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7614|"C1104 - Inadequate Cooling Identified"|"C1104 - Refroidissement inadéquat recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7620|"C12 - Protective System Problem Identified"|"C12 - Problème de système de protection recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7621|"C1201 - Fail-safe Problem Identified"|"C1201 - Problème de sécurité recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7622|"C1202 - Alarm System Problem Identified"|"C1202 - Problème de système d'alarme recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7623|"C1203 - Problem of Device to Self-Test"|"C1203 - Problème à l'autotest du dispositif"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7624|"C1204 - Problem to Auto Stop"|"C1204 - Problème d'arrêt automatique"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7625|"C1205 - Premature Indicator Activation"|"C1205 - Activation prématurée des indicateurs"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7626|"C1206 - Reset Problem"|"C1206 - Problème de réinitialisation"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7627|"C1207 - Shielding Problem"|"C1207 - Problème de protection"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7628|"C1208 - Missing or Inadequate Safety Measures"|"C1208 - Mesures de sécurité manquantes ou inadéquates"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7630|"C13 - Operational Problem Identified"|"C13 - Problème opérationnel recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7631|"C1301 - Device Incorrectly Reprocessed"|"C1301 - Retraitement incorrect du dispositif"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7632|"C130101 - Device Incorrectly Cleaned During Reprocessing"|"C130101 - Dispositif mal nettoyé pendant le retraitement"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7633|"C130102 - Device Incorrectly Disinfected/Sterilised During Reprocessing"|"C130102 - Dispositif mal désinfecté/stérilisé pendant le retraitement"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7634|"C130103 - Device Incorrectly Assembled During Reprocessing"|"C130103 - Dispositif mal assemblé pendant le retraitement"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7635|"C1302 - Failure to Calibrate or Used Out of Calibration"|"C1302 - Échec de l’étalonnage ou utilisation hors étalonnage"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7636|"C1303 - Device Difficult to Operate"|"C1303 - Dispositif difficile à utiliser"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7637|"C1304 - Incorrect Interpretation of Results/Data"|"C1304 - Interprétation incorrecte des résultats ou des données"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7640|"C14 - Patient Sample Problem"|"C14 - Problème de données des patients"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7641|"C1401 - New or Unknown Interferent"|"C1401 - Substance interférente nouvelle ou inconnue"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7642|"C1402 - Known Interferent"|"C1402 - Substance interférente connue"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7643|"C1403 - Change in Target Marker/Variant/ Mutant"|"C1403 - Changement dans le marqueur, la variante, le mutant cible"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7644|"C1404 - Pre-analytical Handling Problem"|"C1404 - Problème de traitement avant analyse"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7650|"C15 - Environment Problem Identified"|"C15 - Problème d'environnement recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7651|"C1501 - Environmental Temperature Problem Identified"|"C1501 - Problème de température ambiante recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7652|"C1502 - Dust or Dirt Problem Identified"|"C1502 - Problème de poussière ou de saleté recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7653|"C1503 - Contamination of Environment by Device"|"C1503 - Contamination de l'environnement par le dispositif"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7654|"C1504 - Environmental Pressure Problem Identified"|"C1504 - Problème de pression ambiante recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7655|"C1505 - Ambient Light Problem Identified"|"C1505 - Problème de lumière ambiante recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7656|"C1506 - Environmental Humidity Problem Identified"|"C1506 - Problème d'humidité ambiante recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7660|"C16 - Manufacturing Process Problem Identified"|"C16 - Problème de fabrication recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7661|"C1601 - Assembly Problem Identified"|"C1601 - Problème d'assemblage recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7662|"C1602 - Sterilization Problem Identified"|"C1602 - Problème de stérilisation recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7663|"C1603 - Installation Problem Identified"|"C1603 - Problème d'installation recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7664|"C1604 - Maintenance of Manufacturing Machinery"|"C1604 - Entretien des machines de fabrication"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7665|"C1605 - Packaging Problem Identified"|"C1605 - Problème d'emballage recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7666|"C160501 - Packaging Compromised"|"C160501 - Emballage compromis"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7667|"C160502 - Packaging Materials Problem"|"C160502 - Problème associé aux matériaux d'emballage"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7668|"C160503 - Packaging Contains Unintended Material"|"C160503 - Emballage contenant des matériaux non prévus"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7669|"C160504 - Packaging Contains Incorrect or Incomplete Device"|"C160504 - Emballage ne contenant pas le bon dispositif ou un dispositif incomplet"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7670|"C17 - Maintenance Problem Identified"|"C17 - Problème d'entretien recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7680|"C18 - Transport/Storage Problem Identified"|"C18 - Problème de transport/d'entreposage recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7681|"C1801 - Transport Problem Identified"|"C1801 - Problème de transport recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7682|"C1802 - Storage Problem Identified"|"C1802 - Problème d'entreposage recensé"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7690|"C19 - No Device Problem Found"|"C19 - Aucun problème associé au dispositif"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7700|"C20 - No Findings Available"|"C20 - Aucun résultat disponible"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7800|"C21 - Results Pending Completion of Investigation"|"C21 - Résultats préliminaires en attendant la fin de l'enquête"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7900|"C22 - Appropriate Term/Code Not Available"|"C22 - Terme/code approprié non disponible"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
7930|"C23 - Usage Problem Identified"|"C23 - Problème d'utilisation identifié"|"Manufacturer Investigation Findings"|"Résultat d'évaluation du fabricant"
